county,year,month,incident_count,acres_burned
San Joaquin,2024,5,1,58.0
San Joaquin,2024,6,4,14613.0
San Joaquin,2024,7,2,124.0
San Joaquin,2024,8,1,16.0
San Joaquin,2024,11,1,73.0
San Joaquin,2025,5,3,106.0
San Joaquin,2025,6,1,26.0
San Luis Obispo,2013,5,2,85.0
San Luis Obispo,2013,6,1,500.0
San Luis Obispo,2013,7,1,85.0
San Luis Obispo,2013,9,1,94.0
San Luis Obispo,2013,11,1,51.0
San Luis Obispo,2014,7,1,47.0
San Luis Obispo,2015,7,1,95.0
San Luis Obispo,2015,8,1,2446.0
San Luis Obispo,2016,5,1,150.0
San Luis Obispo,2016,6,2,86.0
San Luis Obispo,2016,8,1,46235.0
San Luis Obispo,2017,5,6,609.0
San Luis Obispo,2017,6,2,1776.0
San Luis Obispo,2017,7,6,31098.0
San Luis Obispo,2017,8,3,1305.0
San Luis Obispo,2017,9,5,569.0
San Luis Obispo,2017,10,3,139.0
San Luis Obispo,2018,5,2,125.0
San Luis Obispo,2018,6,6,1902.0
San Luis Obispo,2018,7,3,81.0
San Luis Obispo,2018,9,2,131.0
San Luis Obispo,2018,10,1,58.0
San Luis Obispo,2019,5,1,835.0
San Luis Obispo,2019,6,3,2958.0
San Luis Obispo,2019,7,2,1105.0
San Luis Obispo,2019,9,1,220.0
San Luis Obispo,2019,10,3,371.0
San Luis Obispo,2020,5,1,5000.0
San Luis Obispo,2020,6,6,2454.0
San Luis Obispo,2020,7,3,3962.0
San Luis Obispo,2020,8,6,2903.0
San Luis Obispo,2021,7,1,75.0
San Luis Obispo,2022,5,1,48.0
San Luis Obispo,2022,6,2,423.0
San Luis Obispo,2022,9,1,16.0
San Luis Obispo,2023,7,2,491.0
San Luis Obispo,2023,8,1,695.0
San Luis Obispo,2023,10,2,367.0
San Luis Obispo,2024,6,5,2017.0
San Luis Obispo,2024,7,4,12928.0
San Luis Obispo,2024,8,4,123.0
San Luis Obispo,2024,9,2,647.0
San Luis Obispo,2024,10,4,154.0
San Luis Obispo,2024,12,1,419.0
San Luis Obispo,2025,1,1,105.0
San Luis Obispo,2025,5,3,143.0
San Luis Obispo,2025,6,6,1805.0
San Luis Obispo,2025,7,2,80508.0
San Mateo,2013,9,1,41.0
San Mateo,2017,9,1,50.0
San Mateo,2019,10,1,62.0
San Mateo,2020,8,1,86509.0
San Mateo,2021,1,1,15.0
Santa Barbara,2013,5,2,2154.0
Santa Barbara,2014,5,1,632.0
Santa Barbara,2015,8,1,52.0
Santa Barbara,2015,10,1,21.0
Santa Barbara,2016,6,1,7474.0
Santa Barbara,2016,9,2,12733.0
Santa Barbara,2017,5,1,190.0
Santa Barbara,2017,7,2,18480.0
Santa Barbara,2017,9,1,444.0
Santa Barbara,2017,12,3,281921.0
Santa Barbara,2018,3,1,258.0
Santa Barbara,2018,5,1,60.0
Santa Barbara,2018,7,3,300.0
Santa Barbara,2018,8,1,1014.0
Santa Barbara,2018,9,1,172.0
Santa Barbara,2019,7,1,100.0
Santa Barbara,2019,9,1,200.0
Santa Barbara,2019,10,1,420.0
Santa Barbara,2019,11,1,3126.0
Santa Barbara,2020,5,2,1551.0
Santa Barbara,2020,6,1,696.0
Santa Barbara,2020,9,1,111.0
Santa Barbara,2021,9,1,70.0
Santa Barbara,2021,10,1,16970.0
Santa Barbara,2022,3,1,120.0
Santa Barbara,2023,8,1,5464.0
Santa Barbara,2023,11,1,211.0
Santa Barbara,2024,5,2,1584.0
Santa Barbara,2024,7,2,38734.0
Santa Barbara,2024,8,2,111.0
Santa Barbara,2024,9,2,37.0
Santa Barbara,2024,10,1,64.0
Santa Barbara,2024,11,1,125.0
Santa Barbara,2025,1,1,42.0
Santa Barbara,2025,3,1,14.0
Santa Barbara,2025,5,1,27.0
Santa Clara,2013,7,1,50.0
Santa Clara,2013,12,1,40.0
Santa Clara,2016,7,1,114.0
Santa Clara,2016,8,1,25.0
Santa Clara,2016,9,2,4499.0
Santa Clara,2017,6,2,139.0
Santa Clara,2017,7,4,300.0
Santa Clara,2017,8,1,100.0
Santa Clara,2017,9,1,100.0
Santa Clara,2018,5,1,16.0
Santa Clara,2018,6,1,70.0
Santa Clara,2018,7,5,577.0
Santa Clara,2018,9,1,30.0
Santa Clara,2018,10,1,63.0
Santa Clara,2019,5,1,144.0
Santa Clara,2019,6,3,262.0
Santa Clara,2019,7,3,201.0
Santa Clara,2019,8,2,95.0
Santa Clara,2019,9,1,128.0
Santa Clara,2019,10,1,29.0
Santa Clara,2020,6,2,145.0
Santa Clara,2020,7,3,5897.0
Santa Clara,2020,8,2,396767.0
Santa Clara,2021,6,2,72.0
Santa Clara,2023,8,2,140.0
Santa Clara,2024,6,2,42.0
Santa Clara,2024,7,1,20.0
Santa Clara,2024,8,1,33.0
Santa Clara,2025,5,1,15.0
Santa Clara,2025,6,3,376.0
Santa Cruz,2017,10,1,391.0
Santa Cruz,2018,11,2,27.0
Santa Cruz,2019,9,1,10.0
Santa Cruz,2020,8,1,86509.0
Santa Cruz,2021,1,4,99.0
Santa Cruz,2021,10,1,148.0
Santa Cruz,2022,6,1,20.0
Shasta,2013,7,1,43.0
Shasta,2013,8,2,223.0
Shasta,2013,9,1,8073.0
Shasta,2013,11,1,33.0
Shasta,2014,5,1,50.0
Shasta,2014,7,6,91289.0
Shasta,2014,8,1,25.0
Shasta,2014,9,1,1375.0
Shasta,2015,7,4,395.0
Shasta,2015,8,2,134.0
Shasta,2015,9,1,109.0
Shasta,2016,6,1,24.0
Shasta,2016,7,1,303.0
Shasta,2016,8,1,35.0
Shasta,2016,9,2,175.0
Shasta,2017,4,1,45.0
Shasta,2017,7,4,335.0
Shasta,2017,8,1,17.0
Shasta,2017,9,2,925.0
Shasta,2017,10,2,77.0
Shasta,2018,3,1,11.0
Shasta,2018,6,2,2006.0
Shasta,2018,7,5,229831.0
Shasta,2018,8,3,48205.0
Shasta,2018,9,3,63400.0
Shasta,2018,10,2,50.0
Shasta,2019,6,1,90.0
Shasta,2019,7,2,60.0
Shasta,2019,8,4,832.0
Shasta,2019,9,1,16.0
Shasta,2019,10,1,42.0
Shasta,2020,6,1,15.0
Shasta,2020,7,1,333.0
Shasta,2020,9,1,56338.0
Shasta,2020,10,3,413.0
Shasta,2021,4,1,35.0
Shasta,2021,6,4,13579.0
Shasta,2021,7,2,1085962.0
Shasta,2021,8,4,140.0
Shasta,2021,9,1,8578.0
Shasta,2022,3,1,88.0
Shasta,2022,4,1,10.0
Shasta,2022,7,1,304.0
Shasta,2022,9,1,34.0
Shasta,2023,5,1,10.0
Shasta,2023,7,1,162.0
Shasta,2023,8,1,28.0
Shasta,2024,6,2,130.0
Shasta,2024,7,3,174.0
Shasta,2024,8,2,122.0
Shasta,2024,10,1,5124.0
Shasta,2024,11,1,11.0
Shasta,2025,6,5,221.0
Shasta,2025,7,2,1544.0
Sierra,2017,6,1,168.0
Sierra,2017,7,1,747.0
Sierra,2020,2,1,102.0
Sierra,2020,8,1,47029.0
Sierra,2024,9,1,3323.0
Siskiyou,2013,7,1,14754.0
Siskiyou,2013,8,1,50.0
Siskiyou,2014,7,2,40805.0
Siskiyou,2014,8,1,0.0
Siskiyou,2014,9,1,516.0
Siskiyou,2015,2,1,200.0
Siskiyou,2015,7,2,205.0
Siskiyou,2016,6,1,2860.0
Siskiyou,2016,7,2,49.0
Siskiyou,2016,8,2,34577.0
Siskiyou,2016,9,1,32.0
Siskiyou,2017,6,4,121.0
Siskiyou,2017,7,5,27927.0
Siskiyou,2017,8,7,121759.0
Siskiyou,2018,5,2,154.0
Siskiyou,2018,6,3,112.0
Siskiyou,2018,7,4,38457.0
Siskiyou,2018,10,1,15.0
Siskiyou,2019,6,3,234.0
Siskiyou,2019,7,2,118.0
Siskiyou,2019,9,4,2205.0
Siskiyou,2020,7,2,83818.0
Siskiyou,2020,9,3,2283.0
Siskiyou,2021,3,1,873.0
Siskiyou,2021,6,3,37107.0
Siskiyou,2021,7,2,199716.0
Siskiyou,2021,8,3,240649.0
Siskiyou,2022,3,3,135.0
Siskiyou,2022,6,1,12.0
Siskiyou,2022,7,4,60317.0
Siskiyou,2022,8,1,34.0
Siskiyou,2022,9,4,17706.0
Siskiyou,2023,8,2,22563.0
Siskiyou,2024,6,2,39.0
Siskiyou,2024,7,6,16186.0
Siskiyou,2024,10,1,15.0
Siskiyou,2025,4,1,15.0
Siskiyou,2025,5,3,73.0
Siskiyou,2025,6,7,215.0
Siskiyou,2025,7,4,679.0
Solano,2013,6,2,152.0
Solano,2014,6,1,70.0
Solano,2015,7,2,190.0
Solano,2016,7,1,57.0
Solano,2017,6,1,39.0
Solano,2017,9,1,55.0
Solano,2017,10,2,51724.0
Solano,2018,8,1,2162.0
Solano,2018,10,1,160.0
Solano,2018,11,1,1500.0
Solano,2019,6,1,24.0
Solano,2019,7,1,183.0
Solano,2019,8,1,81.0
Solano,2019,9,1,30.0
Solano,2019,10,1,140.0
Solano,2020,6,3,2216.0
Solano,2020,7,1,75.0
Solano,2020,8,1,363220.0
Solano,2022,5,1,135.0
Solano,2022,6,1,26.0
Solano,2022,7,1,115.0
Solano,2023,10,1,36.0
Solano,2024,6,1,20.0
Solano,2024,7,1,25.0
Solano,2024,8,3,131.0
Solano,2024,9,1,48.0
Solano,2024,10,1,869.0
Solano,2025,5,2,69.0
Solano,2025,6,3,181.0
Solano,2025,7,1,15.0
Sonoma,2013,5,1,125.0
Sonoma,2013,6,1,28.0
Sonoma,2013,7,1,158.0
Sonoma,2013,10,1,159.0
Sonoma,2013,11,1,3505.0
Sonoma,2016,9,1,1547.0
Sonoma,2017,7,1,11.0
Sonoma,2017,8,1,18.0
Sonoma,2017,10,7,100517.0
Sonoma,2018,6,1,10.0
Sonoma,2019,10,1,77758.0
Sonoma,2020,6,2,248.0
Sonoma,2020,8,1,363220.0
Sonoma,2020,9,1,67484.0
Sonoma,2021,8,1,22.0
Sonoma,2021,9,1,116.0
Sonoma,2022,3,1,21.0
Sonoma,2022,6,1,63.0
Sonoma,2024,6,2,1218.0
Sonoma,2024,7,2,47.0
Sonoma,2024,8,2,52.0
Sonoma,2024,9,2,64.0
Stanislaus,2013,7,1,150.0
Stanislaus,2015,7,1,40.0
Stanislaus,2016,6,1,120.0
Stanislaus,2017,6,1,65.0
Stanislaus,2017,7,3,5328.0
Stanislaus,2017,9,1,1749.0
Stanislaus,2017,10,1,13.0
Stanislaus,2018,5,1,63.0
Stanislaus,2019,6,2,3001.0
Stanislaus,2019,7,2,237.0
Stanislaus,2019,9,2,201.0
Stanislaus,2019,10,1,18.0
Stanislaus,2020,6,2,282.0
Stanislaus,2020,8,1,396624.0
Stanislaus,2020,9,1,45.0
Stanislaus,2021,5,1,508.0
Stanislaus,2024,6,3,175.0
Stanislaus,2024,7,2,338.0
Stanislaus,2024,8,1,11.0
Stanislaus,2025,5,3,71.0
Stanislaus,2025,6,1,13.0
State Of Nevada,2019,7,1,1165.0
State Of Nevada,2020,6,1,2975.0
State Of Oregon,2019,8,1,1301.0
Sutter,2016,9,1,300.0
Sutter,2018,7,1,1200.0
Sutter,2019,6,1,1350.0
Sutter,2021,4,1,80.0
Tehama,2013,5,1,6896.0
Tehama,2013,7,2,395.0
Tehama,2013,8,1,11429.0
Tehama,2014,1,1,865.0
Tehama,2014,6,1,225.0
Tehama,2015,6,1,55.0
Tehama,2015,7,1,170.0
Tehama,2015,8,1,110.0
Tehama,2016,6,3,587.0
Tehama,2016,7,1,88.0
Tehama,2016,8,1,80.0
Tehama,2016,9,1,321.0
Tehama,2017,6,3,180.0
Tehama,2017,7,2,86.0
Tehama,2017,8,2,55.0
Tehama,2017,10,3,224.0
Tehama,2017,11,1,43.0
Tehama,2018,5,1,103.0
Tehama,2018,6,7,6889.0
Tehama,2018,7,3,939.0
Tehama,2018,9,1,261.0
Tehama,2018,10,1,3889.0
Tehama,2018,11,1,60.0
Tehama,2019,5,1,63.0
Tehama,2019,6,1,46.0
Tehama,2019,9,2,14168.0
Tehama,2019,10,4,694.0
Tehama,2019,11,1,2534.0
Tehama,2020,2,1,75.0
Tehama,2020,4,1,26.0
Tehama,2020,6,1,68.0
Tehama,2020,8,3,1052941.0
Tehama,2020,9,1,56338.0
Tehama,2020,10,1,275.0
Tehama,2021,6,1,165.0
Tehama,2021,7,4,1086048.0
Tehama,2021,10,1,24.0
Tehama,2022,5,1,90.0
Tehama,2022,6,2,693.0
Tehama,2022,7,1,60.0
Tehama,2022,9,1,160.0
Tehama,2023,6,1,32.0
Tehama,2023,8,1,473.0
Tehama,2024,5,2,24.0
Tehama,2024,6,3,142.0
Tehama,2024,7,5,429722.0
Tehama,2024,8,1,45.0
Tehama,2024,9,2,72.0
Tehama,2024,10,1,40.0
Tehama,2024,11,1,47.0
Tehama,2025,5,2,78.0
Tehama,2025,6,1,13.0
Trinity,2014,7,1,15.0
Trinity,2014,8,1,461.0
Trinity,2015,6,1,1542.0
Trinity,2015,8,1,128.0
Trinity,2015,9,1,35.0
Trinity,2017,8,4,26646.0
Trinity,2017,9,1,13417.0
Trinity,2017,10,1,148.0
Trinity,2018,6,1,300.0
Trinity,2018,7,1,229651.0
Trinity,2018,9,2,65062.0
Trinity,2019,9,2,524.0
Trinity,2020,4,1,55.0
Trinity,2020,6,1,62.0
Trinity,2020,8,1,1032648.0
Trinity,2021,7,4,545161.0
Trinity,2021,10,2,139.0
Trinity,2023,8,2,8127.0
Trinity,2024,7,2,7246.0
Trinity,2024,11,1,44.0
Trinity,2025,6,3,110.0
Trinity,2025,7,1,119.0
Tulare,2013,8,1,2060.0
Tulare,2013,9,1,134.0
Tulare,2015,7,3,7496.0
Tulare,2016,6,1,0.0
Tulare,2016,8,1,395.0
Tulare,2016,10,2,4357.0
Tulare,2017,5,1,79.0
Tulare,2017,6,3,474.0
Tulare,2017,7,5,2843.0
Tulare,2017,8,2,38851.0
Tulare,2017,9,1,18900.0
Tulare,2018,5,1,26.0
Tulare,2018,7,2,134.0
Tulare,2018,8,1,496.0
Tulare,2018,10,1,120.0
Tulare,2019,6,5,517.0
Tulare,2019,8,1,756.0
Tulare,2019,9,1,381.0
Tulare,2020,6,3,1397.0
Tulare,2021,6,3,2076.0
Tulare,2021,7,2,484.0
Tulare,2021,8,1,8777.0
Tulare,2022,5,1,25.0
Tulare,2022,8,3,1852.0
Tulare,2023,6,2,276.0
Tulare,2023,8,1,301.0
Tulare,2024,6,4,256.0
Tulare,2024,7,6,33774.0
Tulare,2024,8,2,14131.0
Tulare,2024,9,1,18.0
Tulare,2024,10,1,524.0
Tulare,2024,11,1,40.0
Tulare,2025,5,3,1847.0
Tulare,2025,6,4,429.0
Tulare,2025,7,2,99.0
Tuolumne,2013,6,1,100.0
Tuolumne,2013,8,2,258384.0
Tuolumne,2014,6,2,671.0
Tuolumne,2014,9,1,70.0
Tuolumne,2015,7,1,204.0
Tuolumne,2015,8,1,112.0
Tuolumne,2015,9,1,108.0
Tuolumne,2016,5,1,85.0
Tuolumne,2016,7,1,32.0
Tuolumne,2016,9,1,1080.0
Tuolumne,2017,6,1,38.0
Tuolumne,2017,7,2,799.0
Tuolumne,2017,8,1,20.0
Tuolumne,2017,9,1,39.0
Tuolumne,2018,6,1,163.0
Tuolumne,2018,8,1,36450.0
Tuolumne,2018,9,1,573.0
Tuolumne,2019,8,1,21.0
Tuolumne,2019,9,1,83.0
Tuolumne,2020,6,1,10.0
Tuolumne,2020,8,1,2857.0
Tuolumne,2021,3,1,23.0
Tuolumne,2021,8,1,100.0
Tuolumne,2022,7,1,64.0
Tuolumne,2022,8,1,51.0
Tuolumne,2022,9,1,21.0
Tuolumne,2023,6,1,37.0
Tuolumne,2023,9,1,9130.0
Tuolumne,2024,5,1,13.0
Tuolumne,2024,6,4,608.0
Tuolumne,2024,7,1,3815.0
Tuolumne,2024,8,3,420.0
Tuolumne,2024,10,1,316.0
Tuolumne,2025,6,3,443.0
Ventura,2013,5,1,4346.0
Ventura,2013,11,1,64.0
Ventura,2015,11,1,50.0
Ventura,2016,6,1,2304.0
Ventura,2016,7,3,138.0
Ventura,2017,7,1,50.0
Ventura,2017,10,1,86.0
Ventura,2017,12,1,281893.0
Ventura,2018,11,4,101666.0
Ventura,2019,7,1,131.0
Ventura,2019,9,1,279.0
Ventura,2019,10,4,12665.0
Ventura,2020,6,2,1103.0
Ventura,2020,8,1,3000.0
Ventura,2020,12,1,174.0
Ventura,2021,1,1,250.0
Ventura,2021,4,1,25.0
Ventura,2023,12,1,2715.0
Ventura,2024,6,1,15563.0
Ventura,2024,7,3,161.0
Ventura,2024,10,1,367.0
Ventura,2024,11,1,19904.0
Ventura,2025,1,4,1207.0
Ventura,2025,5,1,2.0
Ventura,2025,6,2,98.0
Yolo,2013,11,1,163.0
Yolo,2014,7,1,6488.0
Yolo,2016,6,1,277.0
Yolo,2016,7,1,84.0
Yolo,2016,8,1,5731.0
Yolo,2017,7,1,1700.0
Yolo,2018,6,2,90014.0
Yolo,2018,7,1,822.0
Yolo,2019,6,1,2220.0
Yolo,2019,8,1,33.0
Yolo,2020,8,1,363220.0
Yolo,2021,6,1,34.0
Yolo,2022,5,1,120.0
Yolo,2025,7,1,78.0
Yuba,2013,7,1,73.0
Yuba,2015,6,1,158.0
Yuba,2015,8,1,30.0
Yuba,2016,8,1,389.0
Yuba,2017,5,1,10.0
Yuba,2017,7,2,89.0
Yuba,2017,8,1,867.0
Yuba,2017,9,1,26.0
Yuba,2017,10,1,9989.0
Yuba,2019,6,3,230.0
Yuba,2019,7,1,38.0
Yuba,2020,7,1,500.0
Yuba,2020,8,1,600.0
Yuba,2020,9,1,1311.0
Yuba,2020,10,1,56.0
Yuba,2021,5,1,35.0
Yuba,2021,6,2,1089.0
Yuba,2021,7,1,45.0
Yuba,2021,8,1,184.0
Yuba,2022,6,1,72.0
Yuba,2022,7,3,151.0
Yuba,2023,5,1,13.0
Yuba,2023,6,2,174.0
Yuba,2024,4,1,18.0
Yuba,2024,6,2,36.0
Yuba,2024,10,2,50.0
Yuba,2025,4,1,15.0
Yuba,2025,5,1,58.0
Yuba,2025,6,2,45.0
